mol_id,vina_score_before,ligand_efficiency_before,vina_min_before,vina_score_after,ligand_efficiency_after,vina_min_after
0068,21.9,-2.4333,-3.99,9.716,-1.0796,-4.802
0069,57.842,-6.4269,-2.541,22.245,-2.4717,-3.011
0070,10.016,-1.1129,-4.173,1.347,-0.1497,-4.655
0071,53.8,-5.9778,-3.84,15.566,-1.7296,-4.839
0072,57.462,-6.3847,-4.138,26.101,-2.9001,-4.755
0073,31.001,-3.4446,-3.972,16.734,-1.8593,-5.367
0074,17.08,-1.8978,-4.159,2.403,-0.267,-4.765
0075,45.324,-5.036,45.324,22.308,-2.4787,-4.13
0076,40.03,-4.4478,-1.846,10.538,-1.1709,-3.834
0077,45.63,-5.07,-3.942,44.01,-4.89,-3.482
0078,18.802,-2.0891,-4.951,13.384,-1.4871,-4.885
0079,67.038,-7.4487,-3.465,36.11,-4.0122,-3.373
0080,30.455,-3.3839,-3.997,18.792,-2.088,-4.163
0081,17.152,-1.9058,-4.636,25.254,-2.806,-5.07
0082,18.228,-2.0253,-4.155,5.762,-0.6402,-3.259
0083,41.338,-4.5931,-3.679,33.913,-3.7681,-4.014
0084,95.623,-10.6248,-2.122,77.882,-8.6536,-1.835
0085,41.318,-4.5909,-4.623,35.587,-3.9541,-4.03
0086,-0.02,0.0022,-4.524,1.034,-0.1149,-4.612
0087,14.844,-1.6493,-2.566,11.027,-1.2252,-4.092
0088,78.858,-8.762,-1.589,29.365,-3.2628,-2.468
0089,60.177,-6.6863,-1.125,14.936,-1.6596,-4.265
0090,57.278,-6.3642,-4.233,23.434,-2.6038,-4.395
0091,47.827,-5.3141,-3.581,24.043,-2.6714,-4.162
0092,23.903,-2.6559,-3.984,10.653,-1.1837,-4.837
0093,18.649,-2.0721,-3.747,10.022,-1.1136,-3.822
0094,36.997,-4.1108,-3.648,28.138,-3.1264,-4.331
